Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Blue Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Green Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
30005332,Cycling,BMX - Pump Track,30009854,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,8/11/2012 12:00:00 AM,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2012,No,No,,No,No,,Dawn To Dusk,All Year,,,,3/5/2024 1:34:18 PM,Yes,536628,190982,51.60112,-0.02862912,142,2/27/2017 2:20:40 PM,536628,190982
1041675,Cycling,BMX - Pump Track,30009855,No,,,Yes,,,,Various,No,,,,,,,,6,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2008,No,Yes,2015,No,No,,Dawn To Dusk,All Year,,,,2/9/2024 3:12:00 PM,Yes,441639,402112,53.51407,-1.373542,143,2/27/2017 2:32:41 PM,441639,402112
1002281,Cycling,BMX - Pump Track,30009856,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Closed,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2014,No,No,,Yes,No,,Dawn To Dusk,All Year,,8/6/2020 12:00:00 AM,"Financial - insolvency, facilities uneconomic etc",1/12/2022 12:51:14 PM,Yes,515840,182459,51.52917,-0.3314308,144,2/27/2017 2:43:53 PM,515840,182459
6006403,Cycling,BMX - Race Track,30009857,No,,,No,8,4,3,Concrete,No,10,8,46,7,,,,6,251,6,,53,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,,2006,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,5/17/2024 11:37:46 AM,Yes,619962,162036,51.3149,1.155031,145,2/27/2017 2:51:04 PM,619962,162036
30007363,Cycling,Cycle Speedway - Track,30009858,,,,,,,,Shale,Yes,,,,,,1,1,5.5,74,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,No,No,No,Yes,No,No,No,No,No,No,,1986,No,Yes,2011,Not Known,Not Known,,Dawn To Dusk,All Year,,,,11/20/2024 9:44:43 AM,Yes,541048,181611,51.51582,0.03140348,146,2/27/2017 2:56:06 PM,541048,181611
1206739,Cycling,Cycle Speedway - Track,30009860,,,,,,,,Shale,No,,,,,,1,1,4.25,92,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2015,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/20/2024 10:44:21 AM,Yes,620434,307434,52.61993,1.255087,147,2/27/2017 2:57:39 PM,620434,307434
6007632,Cycling,Cycle Speedway - Track,30009862,,,,,,,,Shale,No,,,,,,1,1,6,80,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2002,No,Yes,2006,Yes,Yes,2007,Dawn To Dusk,All Year,,,,12/18/2024 10:31:12 AM,Yes,598155,223605,51.87581,0.8772959,148,2/27/2017 2:59:30 PM,598155,223605
1008107,Cycling,Cycle Speedway - Track,30009864,,,,,,,,Shale,No,,,,,,1,1,6,86,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,No,No,No,No,No,Yes,No,No,No,Yes,No,Lift,2002,No,No,,Yes,No,,Detailed Timings,All Year,,,,9/3/2024 12:06:08 PM,Yes,426047,575686,55.07496,-1.593616,149,2/27/2017 3:00:41 PM,426047,575686
1208213,Cycling,BMX - Race Track,30009865,Yes,,,Yes,8,3,4,Various,No,1.5,8,25,7,,,,5,400,4.5,,60,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/22/2024 10:50:39 AM,Yes,385866,411682,53.60153,-2.215052,150,2/27/2017 3:01:21 PM,385866,411682
6002698,Cycling,Mountain Bike - Trails,30009866,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1990,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/13/2024 2:22:05 PM,Yes,426653,582527,55.1364,-1.583482,151,2/27/2017 3:07:28 PM,426653,582527
6002698,Cycling,BMX - Race Track,30009867,No,,,Yes,8,4,3,Macadam,No,1.5,10,47,7,,,,6,228,4,,30,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1990,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/13/2024 2:22:06 PM,Yes,426653,582527,55.1364,-1.583482,152,2/27/2017 3:07:28 PM,426653,582527
1045203,Cycling,Mountain Bike - Trails,30009868,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,6.3,No,0,No,0,Yes,7,13.3,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,Yes,No,No,No,Yes,No,Wheelchair access to the site is very limited,2000,Yes,Yes,2022,No,No,,Dawn To Dusk,All Year,,,,8/2/2024 1:03:46 PM,Yes,471851,118479,50.96126,-0.9782647,153,2/27/2017 3:09:29 PM,471851,118479
6000128,Cycling,BMX - Race Track,30009869,No,,,Yes,8,4,3,Various,No,2,10,64,8,,,,5,271,8,,55,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,No,No,No,No,Yes,No,No,No,No,No,No,,1982,No,Yes,2015,No,No,,Dawn To Dusk,All Year,,,,3/6/2024 3:21:55 PM,Yes,296169,112870,50.90593,-3.478107,154,2/27/2017 3:11:53 PM,296169,112870
1043186,Cycling,BMX - Race Track,30009870,Yes,,,Yes,8,4,3,Macadam,Yes,1.5,10,50,9,,,,6,340,6,,60,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Sport Club,Others,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,2008,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/15/2024 4:56:58 PM,Yes,385250,394217,53.44453,-2.223528,155,2/27/2017 3:47:58 PM,385250,394217
30005333,Cycling,BMX - Race Track,30009871,Yes,,,Yes,8,4,3,Various,Yes,10,10,60,10,,,,6,390,7,,62,6,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2012,No,No,,Yes,No,,Detailed Timings,All Year,,,,12/15/2023 1:59:14 PM,Yes,537838,185422,51.55087,-0.01333874,156,2/27/2017 4:39:32 PM,537838,185422
30005333,Cycling,Road - Closed Road Cycling Circuit,30009872,,,No,,,,,Macadam,Yes,,,,,,,,7,1600,,20,100,7,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2012,No,No,,Yes,No,,Detailed Timings,All Year,,,,12/15/2023 1:59:12 PM,Yes,537838,185422,51.55087,-0.01333874,157,2/27/2017 4:39:32 PM,537838,185422
30005333,Cycling,Track - Indoor Velodrome,30009873,,,No,,,,,Nordic or Siberian Pine,,,,,,100,45,12,9,250,,40,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2012,No,No,,Yes,No,,Detailed Timings,All Year,,,,12/15/2023 1:59:11 PM,Yes,537838,185422,51.55087,-0.01333874,158,2/27/2017 4:39:32 PM,537838,185422
30005333,Cycling,Mountain Bike - Trails,30009874,,No,,,,,,,,,,,,,,,,,,,,,Yes,1,Yes,2,No,0,No,0,Yes,2,5,Operational,,,,,Pay and Play,Public Access,Other,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2014,No,No,,Yes,No,,Detailed Timings,All Year,,,,12/15/2023 1:59:10 PM,Yes,537838,185422,51.55087,-0.01333874,159,2/27/2017 4:39:32 PM,537838,185422
30005335,Cycling,BMX - Pump Track,30009878,No,,,No,,,,Various,No,,,,,,,,2.5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/19/2024 9:46:03 AM,Yes,375282,319842,52.77561,-2.367841,160,2/28/2017 9:26:19 AM,375282,319842
6002044,Cycling,BMX - Pump Track,30010167,No,,,No,,,,Macadam,No,,,,,,,,3.8,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2011,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/19/2024 9:15:10 AM,Yes,370725,314015,52.72301,-2.434869,161,3/3/2017 12:21:22 PM,370725,314015
6010262,Cycling,Cycle Speedway - Track,30010219,,,,,,,,Shale,No,,,,,,1,3,5.3,90,,,,,,,,,,,,,,,,Operational,Used by Stockport Cycle Speedway Club.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,No,No,No,No,No,No,No,No,No,No,No,,1985,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/29/2024 2:10:04 PM,Yes,390423,389644,53.40355,-2.14551,162,3/6/2017 2:47:49 PM,390423,389644
6014470,Cycling,BMX - Pump Track,30010239,No,,,No,,,,Various,No,,,,,,,,2,60,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,2014,No,Yes,2017,No,No,,Dawn To Dusk,All Year,,,,6/26/2024 10:07:49 AM,Yes,545849,261368,52.23122,0.1342063,163,3/6/2017 5:16:38 PM,545849,261368
1006739,Cycling,Track - Outdoor Velodrome,30010240,,,No,,,,,Macadam,Yes,,,,,100,45,12,7,459,,40,,,,,,,,,,,,,,Operational,,Greenwich Leisure Limited,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1955,No,Yes,2003,Yes,Yes,2022,Detailed Timings,All Year,,,,11/26/2024 11:14:09 AM,Yes,473953,173086,51.45194,-0.9370982,164,3/7/2017 8:59:52 AM,473953,173086
1004645,Cycling,Road - Closed Road Cycling Circuit,30010242,,,No,,,,,Macadam,No,,,,,,,,6,1600,,20,100,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2017,Yes,No,,Yes,No,,Detailed Timings,All Year,,,,6/11/2024 1:42:01 PM,Yes,350244,431434,53.77686,-2.756489,165,3/7/2017 9:06:05 AM,350244,431434
1035862,Cycling,BMX - Race Track,30010243,Yes,,,Yes,8,4,3,Various,No,10,8,100,8,,,,6,400,8,,100,8,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2010,No,Yes,2019,Yes,Yes,2023,Detailed Timings,All Year,,,,10/2/2024 7:33:37 AM,Yes,387447,398755,53.48538,-2.190639,166,3/7/2017 9:28:10 AM,387447,398755
1035862,Cycling,Mountain Bike - Trails,30010244,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2013,No,No,,Yes,Yes,2023,Detailed Timings,All Year,,,,10/2/2024 7:33:37 AM,Yes,387447,398755,53.48538,-2.190639,167,3/7/2017 9:28:10 AM,387447,398755
1035862,Cycling,Track - Indoor Velodrome,30010245,,,No,,,,,Nordic or Siberian Pine,,,,,,100,45,12,9,250,,40,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1994,No,Yes,2023,Yes,Yes,2023,Detailed Timings,All Year,,,,10/2/2024 7:33:37 AM,Yes,387447,398755,53.48538,-2.190639,168,3/7/2017 9:28:10 AM,387447,398755
1003969,Cycling,Track - Outdoor Velodrome,30010248,,,No,,,,,Macadam,No,,,,,50,10,1,7,120,,20,,,,,,,,,,,,,,Operational,"Length 535m, Width 7m",,,,Pay and Play,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Activity Areas: Lift.,1903,No,No,,Yes,No,,Detailed Timings,All Year,,,,9/12/2024 2:06:43 PM,Yes,464735,103190,50.82463,-1.082283,169,3/7/2017 9:32:17 AM,464735,103190
1042496,Cycling,Track - Outdoor Velodrome,30010249,,,No,,,,,Macadam,Yes,,,,,100,45,12,7,250,,40,,,,,,,,,,,,,,Operational,,,,,Registered Membership use,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2014,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/1/2023 2:32:43 PM,Yes,464528,451003,53.95113,-1.018243,170,3/7/2017 9:37:35 AM,464528,451003
1042496,Cycling,Road - Closed Road Cycling Circuit,30010250,,,No,,,,,Macadam,Yes,,,,,,,,10,1000,,20,100,20,,,,,,,,,,,,Operational,,,,,Registered Membership use,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2013,No,No,,Yes,No,,Detailed Timings,All Year,,,,11/1/2023 2:32:44 PM,Yes,464528,451003,53.95113,-1.018243,171,3/7/2017 9:37:35 AM,464528,451003
6001709,Cycling,BMX - Pump Track,30010444,No,,,No,,,,Macadam,No,,,,,,,,4,60,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2005,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,2/16/2024 2:29:47 PM,Yes,363530,312773,52.7114,-2.54125,172,3/14/2017 2:46:40 PM,363530,312773
6018867,Cycling,BMX - Pump Track,30010526,No,,,No,,,,Concrete,No,,,,,,,,4,45,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2012,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/2/2024 3:23:05 PM,Yes,367158,308724,52.67523,-2.487145,173,3/22/2017 10:59:45 AM,367158,308724
30002807,Cycling,BMX - Pump Track,30010627,No,,,No,,,,Various,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,length is 124m,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,,2013,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/13/2024 9:04:41 AM,Yes,356048,243035,52.08393,-2.642824,174,3/30/2017 11:04:16 AM,356048,243035
30005714,Cycling,BMX - Pump Track,30010662,No,,,No,,,,Various,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Temporarily Closed,Disrepair.,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2005,No,No,,No,No,,Dawn To Dusk,All Year,,,,10/14/2024 9:52:58 AM,Yes,432730,266355,52.29438,-1.521495,175,4/3/2017 12:54:56 PM,432730,266355
30005716,Cycling,BMX - Race Track,30010664,No,,,Yes,8,4,3,Various,No,8,9.5,86,9,,,,6,350,5,,54.5,7,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Sport Club,Others,No,No,No,No,No,No,No,No,No,No,No,,1981,No,Yes,2012,No,No,,Dawn To Dusk,All Year,,,,7/10/2024 1:14:59 PM,Yes,516656,295926,52.54871,-0.2810076,176,4/3/2017 3:01:43 PM,516656,295926
30006025,Cycling,Mountain Bike - Trails,30011264,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Private Use,Private,Local Authority (in house),Local Authority,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,1952,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,12/4/2024 2:28:17 PM,Yes,403228,376367,53.28428,-1.953034,177,4/25/2017 10:08:00 AM,403228,376367
1041406,Cycling,BMX - Pump Track,30011279,No,,,No,,,,Various,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,3/5/2017 12:00:00 AM,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2017,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/5/2024 5:09:10 PM,Yes,386926,421786,53.69238,-2.199465,178,4/25/2017 12:05:12 PM,386926,421786
30006043,Cycling,Mountain Bike - Trails,30011291,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1990,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/10/2024 12:53:53 PM,Yes,501000,183054,51.53736,-0.5451199,179,4/25/2017 3:01:46 PM,501000,183054
6021228,Cycling,BMX - Pump Track,30011501,No,,,No,,,,Various,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,2012,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,10/2/2024 8:40:34 AM,Yes,573131,222621,51.87529,0.5136739,180,5/22/2017 12:24:36 PM,573131,222621
6006650,Cycling,BMX - Pump Track,30011669,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,2016,No,No,,No,No,,Dawn To Dusk,All Year,,,,5/31/2024 10:54:33 AM,Yes,415076,525244,54.62213,-1.768027,181,6/16/2017 1:07:21 PM,415076,525244
1044267,Cycling,BMX - Pump Track,30011904,No,,,No,,,,Concrete,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Closed,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Known,,2016,No,No,,Yes,No,,Detailed Timings,All Year,,6/18/2021 12:00:00 AM,Strategic Review - facility/site not being replaced,4/24/2023 3:15:22 PM,Yes,430386,582189,55.13316,-1.524965,182,7/4/2017 10:44:21 AM,430386,582189
1103492,Cycling,BMX - Pump Track,30011910,No,,,No,,,,Concrete,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2017,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/24/2023 10:13:54 AM,Yes,450214,167799,51.407,-1.279442,183,7/5/2017 10:54:25 AM,450214,167799
30006313,Cycling,BMX - Race Track,30012201,No,,,Yes,8,4,3,Macadam,Yes,7,9.5,67,8,,,,6,350,4,,56,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,No,No,No,No,No,No,No,No,No,No,No,,2010,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/11/2024 8:58:34 AM,Yes,407027,292331,52.52882,-1.897832,184,7/17/2017 4:14:12 PM,407027,292331
6018660,Cycling,BMX - Pump Track,30012223,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2000,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,6/10/2024 5:40:51 AM,Yes,329683,133219,51.09395,-3.00549,185,7/18/2017 11:34:58 AM,329683,133219
30006377,Cycling,Mountain Bike - Trails,30012313,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Temporarily Closed,,,,,Pay and Play,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,1997,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/6/2025 1:17:32 PM,Yes,489176,210138,51.78282,-0.7086405,186,7/21/2017 10:36:52 AM,489176,210138
6004575,Cycling,BMX - Pump Track,30012394,No,,,No,,,,Various,No,,,,,,,,3,45,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2015,No,No,,Yes,Yes,2016,Dawn To Dusk,All Year,,,,4/25/2024 8:50:01 AM,Yes,365545,471894,54.14173,-2.52891,187,8/3/2017 9:11:10 AM,365545,471894
6001235,Cycling,BMX - Pump Track,30012448,No,,,No,,,,Various,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,140m,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2016,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,4/17/2024 1:17:40 PM,Yes,400212,322003,52.79561,-1.998286,188,8/15/2017 2:09:12 PM,400212,322003
1103236,Cycling,BMX - Pump Track,30012518,No,,,No,,,,Macadam,No,,,,,,,,3,50,,,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2011,No,Yes,2016,No,No,,Dawn To Dusk,All Year,,,,3/7/2024 2:33:34 PM,Yes,534075,183199,51.53179,-0.06842491,189,8/29/2017 10:51:39 AM,534075,183199
1005583,Cycling,Road - Closed Road Cycling Circuit,30012712,,,No,,,,,Macadam,Yes,,,,,,,,10,1000,,12,100,10,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2017,No,No,,Yes,No,,Detailed Timings,All Year,,,,3/5/2024 9:08:25 AM,Yes,509154,432891,53.78093,-0.3449389,190,9/8/2017 11:17:17 AM,509154,432891
6003927,Cycling,BMX - Pump Track,30012745,No,,,No,,,,Dolomite Stone Dust,Yes,,,,,,,,1.5,100,,,,,,,,,,,,,,,,Operational,Floodlights turn off after 21:00,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,2005,Yes,Yes,2017,No,No,,Dawn To Dusk,All Year,,,,8/5/2024 9:55:30 AM,Yes,452375,348196,53.02851,-1.220519,191,9/8/2017 4:53:55 PM,452375,348196
6017318,Cycling,BMX - Pump Track,30013309,No,,,No,,,,Various,No,,,,,,,,1,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Wheelchair accessible all areas. 2 Accessible toilets. 2 reserved parking spaces on concrete. Sympathetic colour schemes for visual impairment. Lowered serving hatches. ,2012,No,Yes,2015,No,No,,Dawn To Dusk,All Year,,,,7/3/2024 11:53:36 AM,Yes,615388,314561,52.68592,1.185311,192,10/6/2017 12:02:26 PM,615388,314561
1041699,Cycling,Mountain Bike - Trails,30013486,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2000,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,9/4/2024 9:18:42 AM,Yes,506650,197117,51.66273,-0.4594204,193,10/27/2017 3:12:20 PM,506650,197117
1004069,Cycling,Road - Closed Road Cycling Circuit,30013695,,,No,,,,,Macadam,Yes,,,,,,,,6,1000,,12,100,6,,,,,,,,,,,,Operational,,,7/1/2017 12:00:00 AM,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2017,No,No,,Yes,No,,Detailed Timings,All Year,,,,7/29/2024 10:33:00 AM,Yes,455599,305237,52.64205,-1.179754,194,11/20/2017 11:03:39 AM,455599,305237
1040299,Cycling,BMX - Pump Track,30013755,No,,,No,,,,Dolomite Stone Dust,No,,,,,,,,6,20,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,2000,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,9/20/2024 6:33:48 AM,Yes,451583,464110,54.07037,-1.213254,195,11/27/2017 12:57:07 PM,451583,464110
1045062,Cycling,BMX - Race Track,30013985,No,,,Yes,5,4,3,Macadam,No,6,8,25,6,,,,4,200,4,,30,6,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2015,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,10/22/2024 8:31:45 AM,Yes,547461,191810,51.60583,0.1280273,196,1/2/2018 12:10:35 PM,547461,191810
6002186,Cycling,BMX - Pump Track,30014011,No,,,No,,,,Various,No,,,,,,,,1,25,,,,,,,,,,,,,,,,Operational,,,10/1/2017 12:00:00 AM,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2017,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,1/19/2024 12:23:22 PM,Yes,368820,147260,51.22367,-2.447871,197,1/4/2018 12:18:19 PM,368820,147260
