Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Blue Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Green Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
1038197,Cycling,BMX - Pump Track,30027501,No,,,No,,,,Macadam,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,2009,No,Yes,2022,No,No,,Dawn To Dusk,All Year,,,,2/26/2024 3:19:52 PM,Yes,303808,501040,54.39573,-3.483062,314,4/6/2022 12:03:37 PM,303808,501040
6015647,Cycling,BMX - Pump Track,30027610,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,Everyone Active Limited,,,Free Public Access,Public Access,Commercial Management,Commercial,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,4/10/2024 8:17:09 AM,Yes,515467,205724,51.73834,-0.3291506,315,4/28/2022 10:50:34 AM,515467,205724
6006652,Cycling,BMX - Pump Track,30027706,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,9/21/2023 12:30:29 PM,Yes,351313,313081,52.7132,-2.722124,316,5/23/2022 5:36:39 PM,351313,313081
30010410,Cycling,BMX - Pump Track,30027753,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2011,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/10/2024 3:20:58 PM,Yes,453101,306999,52.65815,-1.216378,317,6/6/2022 11:11:28 AM,453101,306999
6002382,Cycling,BMX - Pump Track,30027790,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/21/2024 10:38:42 AM,Yes,546129,169109,51.40219,0.09940488,318,6/8/2022 2:35:02 PM,546129,169109
30010176,Cycling,BMX - Pump Track,30027958,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,11/22/2022 12:00:00 AM,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,5/30/2024 11:25:29 AM,Yes,415753,427465,53.74335,-1.76262,319,7/11/2022 5:11:04 PM,415753,427465
30010176,Cycling,Road - Closed Road Cycling Circuit,30027959,,,No,,,,,Macadam,Yes,,,,,,,,6,1700,,16,100,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,2022,No,No,,Yes,No,,Detailed Timings,All Year,,,,5/30/2024 11:25:29 AM,Yes,415753,427465,53.74335,-1.76262,320,7/11/2022 5:11:04 PM,415753,427465
30004736,Cycling,BMX - Pump Track,30028133,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2021,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/8/2023 9:35:10 AM,Yes,342138,553351,54.87157,-2.903177,321,8/9/2022 3:36:10 PM,342138,553351
30010272,Cycling,BMX - Pump Track,30028155,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,Yes,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/7/2025 12:22:26 PM,Yes,433129,390265,53.40819,-1.503105,322,8/12/2022 4:00:50 PM,433129,390265
6012799,Cycling,Road - Closed Road Cycling Circuit,30009204,,,No,,,,,Macadam,No,,,,,,,,4,340,,20,65,4,,,,,,,,,,,,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,no parking ,2010,No,No,,Yes,No,,Detailed Timings,All Year,,,,9/26/2023 12:49:06 PM,Yes,511794,186560,51.56684,-0.3884432,323,2/13/2017 12:03:32 PM,511794,186560
1045182,Cycling,Road - Closed Road Cycling Circuit,30009206,,,No,,,,,Macadam,No,,,,,,,,6,1500,,12,100,7,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,1995,No,Yes,2010,Yes,No,,Dawn To Dusk,All Year,,,,8/22/2024 11:26:16 AM,Yes,511127,180394,51.51156,-0.4000002,324,2/13/2017 12:16:49 PM,511127,180394
1200421,Cycling,Road - Closed Road Cycling Circuit,30009207,,,No,,,,,Macadam,No,,,,,,,,5,340,,12,38,5,,,,,,,,,,,,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2014,No,No,,No,No,,Detailed Timings,All Year,,,,3/8/2024 11:02:46 AM,Yes,506484,182126,51.52802,-0.4663529,325,2/13/2017 12:29:51 PM,506484,182126
1041800,Cycling,Cycle Speedway - Track,30009208,,,,,,,,Shale,Yes,,,,,,1,1,4.5,68.9,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,1954,Yes,Yes,2018,No,No,,Dawn To Dusk,All Year,,,,11/7/2024 10:33:35 AM,Yes,457007,204651,51.73769,-1.175818,326,2/13/2017 12:40:10 PM,457007,204651
1002473,Cycling,Road - Closed Road Cycling Circuit,30009211,,,No,,,,,Macadam,No,,,,,,,,6,1500,,20,100,6,,,,,,,,,,,,Operational,,Nottingham City Council,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,2015,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,10/13/2023 11:56:24 AM,Yes,452552,341399,52.9674,-1.218983,327,2/13/2017 3:58:48 PM,452552,341399
6014676,Cycling,BMX - Race Track,30009212,No,,,Yes,8,4,2,Concrete,No,5,8,51,8,,,,5,400,7,,20,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,,2005,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/19/2023 11:14:47 AM,Yes,549735,184078,51.53576,0.1575557,328,2/13/2017 4:42:12 PM,549735,184078
6004403,Cycling,BMX - Race Track,30009215,No,,,Yes,8,4,3,Macadam,No,10,9.9,82.7,8.7,,,,6,300,7.1,,46.9,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/5/2024 10:06:37 AM,Yes,456355,367921,53.2054,-1.157726,329,2/14/2017 9:44:41 AM,456355,367921
1005610,Cycling,BMX - Race Track,30009216,No,,,No,1,3,3,Various,No,6,8.5,50,6,,,,6,290,7,,50,6,,,,,,,,,,,,Temporarily Closed,,,,,Pay and Play,Public Access,Commercial Management,Commercial,No,No,No,No,No,No,No,No,No,No,No,,1983,No,Yes,2008,Yes,No,,Dawn To Dusk,All Year,,,,6/26/2024 11:41:09 AM,Yes,525068,323143,52.79139,-0.146709,330,2/14/2017 10:14:08 AM,525068,323143
1005638,Cycling,Road - Closed Road Cycling Circuit,30009217,,,No,,,,,Macadam,No,,,,,,,,5.1,1200,,20,79.8,5.1,,,,,,,,,,,,Operational,,Active Nation,,,Pay and Play,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Lift, Hoist, Parking: 5 Bays",1984,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,5/22/2024 11:11:12 AM,Yes,497507,373082,53.24583,-0.5402102,331,2/14/2017 10:37:29 AM,497507,373082
30004548,Cycling,Cycle Speedway - Track,30009219,,,,,,,,Shale,Yes,,,,,,1,1,6,73,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,Yes,Yes,No,No,No,No,No,,1999,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,7/15/2024 10:59:25 AM,Yes,622318,305975,52.60606,1.281891,332,2/14/2017 10:51:13 AM,622318,305975
1005420,Cycling,Cycle Speedway - Track,30009220,,,,,,,,Shale,Yes,,,,,,1,1,6,90,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1987,No,No,,Yes,No,,Dawn To Dusk,Seasonal,March,,,11/6/2024 8:29:45 AM,Yes,614328,247723,52.08635,1.12694,333,2/14/2017 10:58:49 AM,614328,247723
6008365,Cycling,Cycle Speedway - Track,30009221,,,,,,,,Shale,No,,,,,,1,1,5,80,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1975,Yes,No,,Yes,Yes,2012,Dawn To Dusk,All Year,,,,9/18/2024 4:00:03 PM,Yes,608838,248612,52.09644,1.047488,334,2/14/2017 11:23:47 AM,608838,248612
1206428,Cycling,Cycle Speedway - Track,30009222,,,,,,,,Shale,No,,,,,,4,1,4.5,70,,,,,,,,,,,,,,,,Operational,Used by Kesgrave Panthers.,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1990,No,No,,Yes,No,,Detailed Timings,All Year,,,,10/27/2023 12:11:58 PM,Yes,621974,245185,52.06057,1.236715,335,2/14/2017 11:24:59 AM,621974,245185
6004002,Cycling,Cycle Speedway - Track,30009223,,,,,,,,Shale,Yes,,,,,,1,1,5,78,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,1977,Yes,Yes,1978,Yes,Yes,2009,Dawn To Dusk,All Year,,,,3/5/2024 10:49:09 AM,Yes,625189,315198,52.68766,1.330494,336,2/14/2017 11:45:25 AM,625189,315198
1206738,Cycling,BMX - Race Track,30009224,No,,,No,6,4,3,Concrete,No,1.5,8,76,8,,,,6,251,8,,51,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,2005,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,2/20/2024 8:32:49 AM,Yes,621130,310380,52.64609,1.267313,337,2/14/2017 12:29:56 PM,621130,310380
1045062,Cycling,Road - Closed Road Cycling Circuit,30009225,,,No,,,,,Macadam,Yes,,,,,,,,6,2000,,20,65,6,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2008,No,Yes,2017,No,No,,Dawn To Dusk,All Year,,,,10/22/2024 8:31:45 AM,Yes,547461,191810,51.60583,0.1280273,338,2/14/2017 12:38:10 PM,547461,191810
30005273,Cycling,BMX - Pump Track,30015714,No,,,No,,,,Various,No,,,,,,,,1,100,,,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2015,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,4/17/2024 8:51:11 AM,Yes,580046,186914,51.55239,0.5955872,339,6/8/2018 11:21:36 AM,580046,186914
6004520,Cycling,BMX - Pump Track,70000106,No,,,No,,,,Various,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2014,No,No,,No,No,,Dawn To Dusk,All Year,,,,3/22/2024 3:10:19 PM,Yes,409174,334231,52.90546,-1.865032,340,3/22/2024 9:15:12 AM,409174,334231
50000095,Cycling,BMX - Pump Track,70000169,No,,,No,,,,Concrete,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2015,No,No,,No,No,,Dawn To Dusk,All Year,,,,4/10/2024 8:43:13 AM,Yes,335481,391824,53.41927,-2.972254,341,4/10/2024 8:43:13 AM,335481,391824
6017239,Cycling,Cycle Speedway - Track,30009861,,,,,,,,Shale,Yes,,,,,,1,1,5.5,83,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,2000,Yes,No,,Yes,No,,Detailed Timings,All Year,,,,6/6/2024 10:08:10 AM,Yes,612002,250759,52.11451,1.094931,342,2/27/2017 2:58:47 PM,612002,250759
30005308,Cycling,Mountain Bike - Trails,30009823,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,11,No,0,Yes,11,Yes,17,39,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,Yes,No,No,No,No,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,6/21/2024 11:57:29 AM,Yes,360843,212468,51.80947,-2.569364,343,2/27/2017 10:55:17 AM,360843,212468
6000815,Cycling,BMX - Pump Track,70000629,No,,,No,,,,Macadam,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2024,No,No,,No,No,,Dawn To Dusk,All Year,,,,7/10/2024 9:00:45 AM,Yes,413200,186460,51.57686,-1.810898,344,7/10/2024 8:57:11 AM,413200,186460
6000815,Cycling,Road - Closed Road Cycling Circuit,70000630,,,No,,,,,Macadam,Yes,,,,,,,,7,1200,,16,100,7,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2023,No,No,,Yes,Yes,2024,Detailed Timings,All Year,,,,7/10/2024 9:00:45 AM,Yes,413200,186460,51.57686,-1.810898,345,7/10/2024 8:57:11 AM,413200,186460
30005273,Cycling,Mountain Bike - Trails,30009776,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,1,Yes,4.5,No,0,Yes,7.5,Yes,5,18,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.3km all-ability trail is on site.,2000,Yes,No,,Yes,No,,Detailed Timings,All Year,,,,4/17/2024 8:51:11 AM,Yes,580046,186914,51.55239,0.5955872,346,2/24/2017 12:52:30 PM,580046,186914
30009778,Cycling,Mountain Bike - Trails,30026142,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,7.7,No,0,No,0,No,0,7.7,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,1998,No,No,,No,No,,Dawn To Dusk,All Year,,,,4/24/2024 10:33:56 AM,Yes,374978,274020,52.36367,-2.368879,347,8/16/2021 5:17:18 PM,374978,274020
30009786,Cycling,Mountain Bike - Trails,30026160,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,6,No,0,Yes,4.9,Yes,4.3,15.2,Closed,Reopened on Active Places 30/04/2024. data correction,,,,Free Public Access,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,1992,No,No,,No,No,,Dawn To Dusk,All Year,,8/2/2022 12:00:00 AM,"Financial - insolvency, facilities uneconomic etc",4/30/2024 3:19:58 PM,Yes,377892,272906,52.35379,-2.32601,348,8/17/2021 2:38:58 PM,377892,272906
6009657,Cycling,BMX - Pump Track,70000773,No,,,No,,,,Dolomite Stone Dust,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,7/31/2024 8:45:24 AM,Yes,464953,428335,53.74737,-1.016546,349,7/31/2024 8:43:13 AM,464953,428335
50000440,Cycling,BMX - Pump Track,70001039,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2024,No,No,,No,No,,Dawn To Dusk,All Year,,,,9/16/2024 2:03:43 PM,Yes,527295,104538,50.82639,-0.193955,350,9/16/2024 2:03:43 PM,527295,104538
30005284,Cycling,Mountain Bike - Trails,30009790,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,6.4,Yes,9.6,No,0,Yes,21.02,Yes,34.3,71.32,Operational,,,,,Free Public Access,Public Access,Other,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Cycle hire available. Trampers available for hire. ,1999,No,No,,No,No,,Dawn To Dusk,All Year,,,,9/27/2024 10:43:06 AM,Yes,485506,487774,54.27848,-0.6882892,351,2/24/2017 2:18:35 PM,485506,487774
30005302,Cycling,Mountain Bike - Trails,30009814,,No,,,,,,,,,,,,,,,,,,,,,Yes,5.7,No,0,No,0,No,0,Yes,2.6,8.3,Operational,Several different trails.,,,,Pay and Play,Public Access,Sport Club,Others,No,No,No,No,No,No,No,No,No,No,No,,1999,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/25/2024 11:39:54 AM,Yes,397039,390372,53.41017,-2.046007,352,2/27/2017 10:00:15 AM,397039,390372
50000561,Cycling,Mountain Bike - Trails,70001354,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,Yes,2,No,0,2,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/19/2024 4:18:53 PM,Yes,435056,389706,53.40304,-1.474187,353,11/19/2024 4:18:53 PM,435056,389706
1206456,Cycling,BMX - Pump Track,70001445,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2024,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/2/2024 4:23:08 PM,Yes,395647,226607,51.93796,-2.064718,354,12/2/2024 4:17:37 PM,395647,226607
6003309,Cycling,BMX - Pump Track,70001452,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Planned,,,,3/30/2025 12:00:00 AM,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2025,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/3/2024 11:21:56 AM,Yes,418047,425441,53.72509,-1.727965,355,12/3/2024 11:21:56 AM,418047,425441
50000598,Cycling,BMX - Pump Track,70001454,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2015,No,Yes,2024,No,No,,Dawn To Dusk,All Year,,,,12/3/2024 3:02:36 PM,Yes,480321,135420,51.11245,-0.8539244,356,12/3/2024 3:02:36 PM,480321,135420
30005277,Cycling,Mountain Bike - Trails,30009780,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,6.47,No,0,Yes,5.53,No,0,12,Operational,,,,,Registered Membership use,Public Access,Other,Others,No,No,No,No,No,No,No,No,No,No,No,,2009,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/18/2024 9:47:25 AM,Yes,491394,228420,51.94679,-0.6716751,357,2/24/2017 1:24:12 PM,491394,228420
30005276,Cycling,Mountain Bike - Trails,30009779,,No,,,,,,,,,,,,,,,,,,,,,Yes,1.4,Yes,1.1,No,0,No,0,Yes,13.3,15.8,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/20/2024 2:51:27 PM,Yes,334831,277703,52.39346,-2.959111,358,2/24/2017 1:19:27 PM,334831,277703
6011950,Cycling,BMX - Pump Track,70001742,No,,,No,,,,Various,Yes,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,,2014,No,No,,No,No,,Detailed Timings,All Year,,,,1/7/2025 5:31:12 PM,Yes,554117,192117,51.6068,0.2241956,359,1/7/2025 5:31:12 PM,554117,192117
6001359,Cycling,BMX - Pump Track,70001756,No,,,No,,,,Various,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Trust,Trust,No,No,No,No,No,No,No,No,No,No,No,,2014,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/9/2025 10:14:07 AM,Yes,256308,132472,51.07354,-4.052453,360,1/9/2025 10:14:07 AM,256308,132472
30005275,Cycling,Mountain Bike - Trails,30009778,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,1,Yes,6.4,No,0,Yes,2.4,Yes,9.6,19.4,Operational,,,,,Pay and Play,Public Access,Other,Others,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/13/2025 1:38:53 PM,Yes,288394,84743,50.65163,-3.580096,361,2/24/2017 1:10:27 PM,288394,84743
30010363,Cycling,BMX - Pump Track,30028420,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/27/2023 11:43:44 AM,Yes,412426,185188,51.56544,-1.822104,362,10/5/2022 3:30:50 PM,412426,185188
6011464,Cycling,BMX - Pump Track,30028426,No,,,No,,,,Macadam,No,,,,,,,,2,75,,,,,,,,,,,,,,,,Operational,"open to public, free of charge",,4/9/2022 12:00:00 AM,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,"Car park with disability parking under construction 
Accessible public toilets planned",2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/7/2023 8:46:27 AM,Yes,363802,523401,54.60448,-2.56188,363,10/6/2022 1:52:09 PM,363802,523401
1044800,Cycling,Road - Closed Road Cycling Circuit,30028574,,,No,,,,,Macadam,Yes,,,,,,,,4,750,,12,100,4,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,5/20/2024 10:33:48 AM,Yes,448924,531608,54.67718,-1.242814,364,10/27/2022 2:30:06 PM,448924,531608
6000331,Cycling,BMX - Pump Track,30028939,No,,,No,,,,Macadam,No,,,,,,,,6,70,,,,,,,,,,,,,,,,Operational,,,10/23/2022 12:00:00 AM,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/9/2024 2:08:11 PM,Yes,569627,162118,51.33286,0.4335813,365,1/3/2023 3:11:27 PM,569627,162118
1005258,Cycling,Road - Closed Road Cycling Circuit,30029125,,,No,,,,,Macadam,No,,,,,,,,6,1000,,12,50,6,,,,,,,,,,,,Operational,,Halo Leisure,,,Pay and Play,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Part of IFI Scheme.,2023,No,No,,Yes,No,,Detailed Timings,All Year,,,,10/31/2024 9:11:10 AM,Yes,350543,241502,52.06968,-2.722925,366,2/3/2023 1:42:27 PM,350543,241502
6001223,Cycling,BMX - Pump Track,30029140,No,,,No,,,,Macadam,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2023,No,No,,No,No,,Dawn To Dusk,All Year,,,,10/13/2023 10:25:23 AM,Yes,472533,140478,51.15897,-0.9641426,367,2/6/2023 4:19:54 PM,472533,140478
30010576,Cycling,Mountain Bike - Trails,30029141,,No,,,,,,,,,,,,,,,,,,,,,Yes,5.3,Yes,10.8,No,0,Yes,4.2,Yes,2.8,23.1,Operational,,Northamptonshire Sport,,,Free Public Access,Public Access,Trust,Trust,No,No,No,No,No,No,No,No,No,No,No,,2022,No,No,,No,No,,Dawn To Dusk,All Year,,,,8/2/2024 10:00:33 AM,Yes,476399,258478,52.21925,-0.8830689,368,2/6/2023 4:38:22 PM,476399,258478
6004867,Cycling,BMX - Pump Track,30029203,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2010,No,No,,No,No,,Dawn To Dusk,All Year,,,,3/1/2024 11:07:49 AM,Yes,334518,433920,53.79746,-2.99561,369,2/15/2023 4:16:31 PM,334518,433920
30010643,Cycling,BMX - Pump Track,30029364,No,,,No,,,,Macadam,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,Yes,No,No,No,No,No,,2022,No,No,,Yes,No,,Detailed Timings,All Year,,,,3/1/2024 10:19:12 AM,Yes,403189,241577,52.07257,-1.954875,370,3/14/2023 11:00:31 AM,403189,241577
